recipe_id,recipe_name,han_score_raw,han_score
5936,चेटिनाड स्टाइल काली मिर्च मशरुम रेसिपी - Chettinad Style Pepper Mushroom (Recipe In Hindi),0.031444047,0.74945956
5937,Belagavi Style Kunda Recipe (Terati Pal / Kalakand),0.033956554,0.78197825
5938,Penne With Creamy Pumpkin Sauce Recipe With Broccoli,0.028281305,0.70852506
5939,Doi Begun Recipe (Bengali Style Fried Eggplant In Curd Gravy),0.034099005,0.78382194
5940,Blueberry Muffin Cake Recipe,0.03253331,0.7635576
5941,Uttarakhand Mooli Thechua Recipe (Radish Salad),0.032626368,0.764762
5942,Vendakkai-Vazhakkai Mor Kuzhambu Recipe (Tamil Nadu Style Lady's Finger & Raw Banana Curry),0.036037296,0.8089087
5943,Curry Powder Recipe,0.0351614,0.7975722
5944,Vegan Cucumber Semolina Cake Recipe,0.032625508,0.7647509
5945,Homemade Pomegranate Juice with Ginger Recipe,0.033200607,0.7721942
5946,Stuffed Jalapenos Pepper Recipe with Ricotta Cheese,0.035069358,0.79638094
5947,Chenna Recipe (Homemade Cottage Cheese | A High Protein Snack),0.034613587,0.79048204
5948,Potlakaya Perugu Pachadi Recipe (Curd and Snake Gourd Chutney),0.032571834,0.7640562
5949,Khatte Baingan Recipe,0.036212068,0.8111707
5950,Oats and Vegetable Kebab Recipe,0.03299449,0.7695265
5951,Andhra Style Beerakaya Pappu Recipe (Ridge Gourd Dal Recipe),0.034166753,0.7846988
5952,Karnataka Style Sabsige Soppu Paddu Recipe (Dill leaves Savory Fritters Recipe),0.03733594,0.8257166
5953,Biryani Masala Powder Recipe,0.03246271,0.7626438
5954,Maharashtrian Style Kothimbir Oats Vadi Recipe,0.03387977,0.78098446
5955,Chewy Strawberry Muesli Oats Cookie Recipe,0.031631418,0.75188464
5956,Strawberry Bundt Cake with Muesli and Oats Recipe,0.03239191,0.76172745
5957,तीखा मटर मसाला रेसिपी - Spicy Matar Masala (Recipe In Hindi),0.036271926,0.81194544
5958,नवाबी मिक्स्ड वेजिटेबल रेसिपी - Nawabi Mixed Vegetable Gravy (Recipe In Hindi),0.033323694,0.7737873
5959,Andhra Style Paakundalu/ Pakam Undalu Recipe (Rice flour Coconut Fritters),0.03309907,0.77088004
5960,आलू कुरमा रेसिपी - Potato Kurma (Recipe In Hindi),0.031396285,0.7488414
5961,सेब और टमाटर की सब्ज़ी रेसिपी - No Onion No Garlic Spiced Apple Tomato Curry (Recipe In Hindi),0.034663405,0.7911268
5962,शिमला मिर्च मसाला रेसिपी - Capsicum Masala Gravy (Recipe In Hindi),0.03315583,0.7716147
5963,Traditional Maharashtrian Bhakarwadi Recipe,0.03510129,0.79679424
5964,कश्मीरी राजमा रेसिपी - Kashmiri Rajma (Recipe in Hindi),0.03520719,0.79816484
5965,मिंट वेजिटेबल मोइली रेसिपी - Mixed Vegetables Cooked In Minty Coconut Milk (Recipe In Hindi),0.032866128,0.7678651
5966,राबोडी शिमला मिर्च की सब्ज़ी रेसिपी - Rajasthani Curry with Corn Papad (Recipe In Hindi),0.03354921,0.77670604
5967,Warm Red Lentil Salad With Goat Cheese Recipe,0.034904584,0.79424834
5968,पत्ता गोभी और छाछ की सब्ज़ी रेसिपी - Cabbage & Buttermilk Curry (Recipe In Hindi),0.03071002,0.73995924
5969,अरबी दही वाली सब्ज़ी रेसिपी - Arbi Dahi Wali Sabzi (Recipe In Hindi),0.034464058,0.7885467
5970,Khirapat Panchakhadya Recipe,0.034487832,0.7888544
5971,अरबी का साग रेसिपी - Arbi Ka Saag (Recipe In Hindi),0.034217652,0.78535753
5972,Maharashtrian Style Gul Pohe (Sweetened Beaten Rice with Coconut),0.034290545,0.78630096
5973,Thai Basil Vegetarian Fried Rice With Pineapple and Spicy Thai Red Chillies Recipe,0.029110774,0.7192607
5974,अमृतसरी दाल रेसिपी - Amritsari Dal (Recipe In Hindi),0.029213745,0.7205934
5975,चेटिनाड पट्टानी कुरमा रेसिपी - Chettinad Peas Curry (Recipe In Hindi),0.0344153,0.78791565
5976,Raw Papaya Kofta In Yogurt Curry Recipe,0.03220816,0.7593492
5977,Lau Chingri Recipe (Bottle Gourd And Shrimp Curry),0.034601126,0.79032075
5978,Lau Er Kofta Curry Recipe (Bengali Style Doodhi Dumplings In Tomato Based Gravy),0.033225603,0.77251774
5979,Lotus Stem Koftas in Silky Gravy Recipe,0.033250637,0.77284175
5980,Broccoli & Cheese Filled Crepe Recipe (with Roasted Red Peppers),0.0343855,0.78752995
5981,Lemongrass Tofu and Vegetable Curry Recipe,0.0285474,0.7119691
5982,Grilled Eggplant Roll Recipe With Spicy Herbed Carrots,0.032636818,0.7648972
5983,ब्रोकली और टोफू की सब्ज़ी रेसिपी - Broccoli And Tofu Green Curry (Recipe In Hindi),0.03433405,0.78686404
5984,UP Style Paneer In Mustard Gravy Recipe,0.03474105,0.7921318
5985,Snake Gourd Kootu Recipe (Pudalangai Kootu),0.03574695,0.8051508
5986,Roasted Sweet Potato and Beetroot with Capers and Burnt Garlic Lemon Dressing Recipe,0.03449133,0.7888997
5987,Tomato Chickpea and Coconut Soup Recipe,0.033651713,0.7780328
5988,केरला स्टाइल फूल गोभी कुरमा रेसिपी - Kerala Style Cauliflower Kurma (Recipe In Hindi),0.03398737,0.78237706
5989,Chilli Coriander Fried Rice Recipe,0.032489415,0.76298946
5990,Dry Fruit & Nut Modak Recipe,0.03394449,0.7818221
5991,राजस्थानी बड़ी की सब्ज़ी रेसिपी - Rajasthani Badi Ki Sabzi (Recipe In Hindi),0.032157503,0.75869364
5992,ओकरा बामिआ रेसिपी - Okra Bamia (Recipe In Hindi),0.03327103,0.7731057
5993,Sweet Boondi Halwa Recipe,0.032948032,0.7689252
5994,Chocolaty Fulzadi Recipe (Diwali Chocolate Sparklers),0.030874863,0.7420928
5995,Athirasam Recipe (A Traditional South Indian Diwali Sweet),0.034126997,0.7841842
5996,Homemade Italian Calzones Recipe,0.035511646,0.80210537
5997,Narkoler Chance Recipe (Bengali Style Coconut Block),0.030960914,0.7432065
5998,Tabbouleh Recipe (A Mediterranean Salad),0.032328535,0.76090723
5999,Stir Fried Mushrooms with Bell Peppers in Asian Sauce,0.027951878,0.70426136
6000,Mushroom Quiche Recipe,0.032447997,0.76245344
6001,Zucchini And Feta Cheese Bruschetta Recipe,0.030655531,0.739254
6002,Ice Cream Cake Recipe With Chocolate Mocha Frosting,0.0333903,0.7746493
6003,Indian Masala Curry Powder With Red Chillies Recipe,0.036199488,0.81100786
6004,अवधी स्टाइल करेले का दुलमा रेसिपी - Stuffed Bitter Gourd Simmered In Yogurt Gravy (Recipe In Hindi),0.030125346,0.73239195
6005,Penne With Roasted Eggplant And Mint Pesto Recipe,0.035298306,0.7993442
6006,तमिल नाडु स्टाइल सोरकई पोरियल - Spicy Dry Bottle Gourd (Recipe In Hindi),0.02190293,0.62597156
6007,Roasted Eggplant In Peanut Curry Spiced With Schezwan Sauce Recipe,0.032411806,0.761985
6008,Vegetable Paella Recipe (Spanish Style Vegetable Rice),0.034945395,0.7947765
6009,तमिल नाडु स्टाइल ब्रोकली पोरियल रेसिपी - Broccoli Stir Fry (Recipe In Hindi),0.03390961,0.78137064
6010,Gulab Jamun Bread Pudding Recipe,0.034080554,0.7835831
6011,Gingerbread Pancake Recipe,0.0281648,0.7070172
6012,नवरतन कोरमा (सूखा) रेसिपी - Dry Navratan Korma (Recipe In Hindi),0.033832557,0.7803734
6013,Homemade Hot Chocolate with Whipped Cream Recipe,0.028978696,0.7175512
6014,Karnataka Style Southekayi Seppe Chutney Recipe (Mangalore Cucumber Peel Chutney Recipe),0.035572942,0.8028987
6015,Fresh Figs Ice Cream Recipe,0.031723734,0.7530795
6016,Rava Puttu Recipe,0.0348725,0.793833
6017,Traditional Anarsa Recipe With Curd (Apoopa),0.035061732,0.79628223
6018,Simple & Luscious Pista Ice Cream Recipe,0.03198933,0.756517
6019,Super Easy Eggless Banana Clafoutis Recipe,0.03324209,0.7727311
6020,Brahmi Chutney Recipe,0.034260858,0.78591675
6021,Udupi Style Sannappa Recipe (Brown Rice and Banana Fritters Recipe),0.034188874,0.78498507
6022,लौकी बड़ी की सब्ज़ी - Lauki Badi Ki Sabzi (Recipe In Hindi),0.027916418,0.70380247
6023,Vazhaithandu Mor Kootu Recipe (Tamil Nadu Style Banana Stem Recipe),0.035835657,0.8062989
6024,Karnataka Style Badnekayi Mosaru Gojju Recipe,0.03736457,0.8260872
6025,Pumpkin Creme Brulee Recipe,0.032313462,0.76071215
6026,Halloumi Bruschetta Recipe with Tomato and Roasted Red Capsicum,0.031786263,0.7538888
6027,The Best Spicy Spaghetti Bolognese Recipe,0.035393685,0.8005786
6028,Malabar Style Dates Coriander Chutney Recipe,0.028990544,0.71770453
6029,केरला टमाटर फ्राई रेसिपी - Kerala Tomato Fry (Recipe In Hindi),0.032867905,0.7678881
6030,Beetroot Carrot Tomato & Ginger Juice Recipe,0.02280106,0.63759583
6031,Sweet Spinach Whole Wheat Muffin Recipe,0.032453146,0.76252
6032,Pear and Apple Coleslaw Recipe,0.032916676,0.7685194
6033,Spiced Khooba Roti (Rajasthani Pinched Flatbread Recipe),0.032169104,0.7588438
6034,Rajasthani Khooba Roti Recipe,0.031030588,0.74410826
6035,Rajasthani Ghasela Recipe (Besan Ka Pitta),0.0337916,0.7798433
6036,Rajasthani Badi Ki Sabzi,0.032878663,0.76802737
6037,Rajasthani Kanji Vada Recipe,0.029996967,0.73073035
6038,बिना प्याज लहसुन के कच्चे टमाटर की सब्ज़ी रेसिपी - No Onion No Garlic Raw Tomato Sabzi (Recipe In Hindi),0.033157606,0.7716377
6039,Oats Sakkarai Pongal Recipe,0.027787277,0.70213103
6040,Rajasthani Dana Methi & Papad Ka Saag Recipe,0.03275829,0.7664695
6041,Oats Ven Pongal Recipe,0.031966947,0.7562273
6042,Karnataka Style Hurali Kalu Saaru Recipe,0.03491698,0.79440874
6043,मक्के और प्याज का रायता रेसिपी - Corn And Onion Raita (Recipe In Hindi),0.033134706,0.77134126
6044,ढाबा स्टाइल दाल फ्राई रेसिपी - Dhaba Style Dal Fry (Recipe In Hindi),0.028172143,0.7071122
6045,Spirulina Protein Energy Balls with Ragi Recipe,0.03194309,0.75591856
6046,गाजर मेथी की सब्ज़ी रेसिपी - Carrot Fenugreek Leaves Stir Fry (Recipe In Hindi),0.03315583,0.7716147
6047,Rajasthani Dal Baaple Churma Recipe,0.033566408,0.77692866
6048,Rajasthani Makki Ke Dhokle Recipe,0.03312858,0.771262
6049,Manda Pitha Recipe (Odiya Style Modak),0.03244188,0.7623742
6050,Sabsige Millet Pulav Recipe,0.036211155,0.81115884
6051,छोले मसाला रेसिपी - Dry Masala Chickpeas (Recipe In Hindi),0.027384313,0.69691557
6052,अमरुद नी करी रेसिपी - Parsi Style Dry Guava Curry (Recipe In Hindi),0.031349562,0.74823666
6053,Hyderabadi Double Ka Meetha Recipe (Traditional Indian Bread Pudding),0.03323052,0.7725814
6054,Dibba Rotti/Minapa Rotti Recipe (Pan Idli Recipe),0.034009516,0.7826637
6055,शकरकंदी की सब्ज़ी रेसिपी - Sweet Potato Sabzi (Recipe In Hindi),0.03518049,0.7978193
6056,Spinach Lemon Spaghetti Recipe,0.03415506,0.78454745
6057,गाजर मेथी पचड़ी रेसिपी - Carrot Methi Pachadi (Recipe In Hindi),0.019370254,0.59319186
6058,Rajasthani Khoya Matar Sabzi Recipe,0.033381283,0.7745327
6059,खट्टे पुदीने वाले आलू रेसिपी - Tangy Mint Potatoes (Recipe In Hindi),0.03315583,0.7716147
6060,काली मिर्च वाली गोभी रेसिपी - Pepper Cauliflower (Recipe In Hindi),0.033157606,0.7716377
6061,हरे धनिए की सब्ज़ी रेसिपी - Coriander Leaves Dry Curry (Recipe In Hindi),0.034816355,0.7931064
6062,बिना प्याज लहसुन वाली लोबिया की सब्ज़ी रेसिपी - No Onion No Garlic Black Eyed Beans Curry (Recipe In Hindi),0.029200992,0.7204283
6063,आमला गवार फली की सब्ज़ी रेसिपी - Crispy Amla Gawar Phali Sabzi (Recipe In Hindi),0.031781483,0.7538269
6064,Rajasthani Govind Gatta Curry Recipe,0.030840851,0.74165255
6065,Spicy Potato Wraps Recipe,0.031681415,0.75253177
6066,Beetroot Dip Rosemary Crostini Recipe With Fine Cheddar And Avocados,0.03424609,0.7857256
6067,Schezwan Poha Recipe (Fusion Recipe),0.037391137,0.8264311
6068,Methi Muthiya (Wheat Flour And Fenugreek Dumplings) Recipe,0.035570335,0.8028649
6069,Bhaja Pithe Recipe,0.03271496,0.7659086
6070,Easy Vegan Date Roll Recipe,0.017994992,0.57539225
6071,मेथी की सब्ज़ी रेसिपी - Methi Leaves Curry (Recipe In Hindi ),0.032645524,0.76500994
6072,व्रत वाले आलू पनीर रेसिपी - Potato Paneer Curry Without Onion And Garlic Recipe (Recipe In Hindi),0.031390395,0.7487652
6073,Goan Sweet Khatkhati Recipe (Coconut Candy),0.02975062,0.727542
6074,Instant Palkova Recipe (Milk Based Sweet Recipe),0.033614427,0.77755016
6075,Chaler Payesh Recipe (Bengali Style Rice Pudding),0.028247004,0.7080811
6076,Patishapta Recipe (Rice Crepe),0.031464208,0.7497205
6077,Suji Manda Pitha/Sweetened Coconut Stuffed Semolina Dumplings Recipe,0.033388983,0.77463233
6078,Sakkare Millet Pongal Recipe,0.028268486,0.7083592
6079,Date and Almond Energy Balls Recipe,0.028583348,0.71243435
6080,Uttarakhand Style Singhal Recipe,0.03168686,0.7526022
6081,Murmura Jaggery Laddu/ Pori Urundai Recipe,0.030742815,0.7403837
6082,Nolen Chawal Bhog Recipe (Rice Pudding With Nolen Jaggery),0.03387327,0.7809003
6083,Chickpea Soup Recipe,0.03141547,0.7490897
6084,Kaacha Gola Recipe (Bengali Sweet Cottage Cheese Balls),0.03031437,0.7348384
6085,Paal Kozhukattai Recipe,0.035645124,0.8038329
6086,अवधी खट्टी अरबी का सालन रेसिपी - Awadhi Style Khatti Arbi Ka Salan (Recipe In Hindi),0.030146468,0.73266536
6087,Hare Chane Ka Kebab Recipe,0.0317067,0.752859
6088,Kothamalli Thovayal Recipe (Dry Coriander Leaves Chutney),0.034057435,0.7832839
6089,Nolen Gurer Payesh Recipe,0.028138932,0.7066824
6090,French Style Red Sorrel Two Bean Soup Recipe,0.033223517,0.77249074
6091,खट्टा मीठा लौकी करी रेसिपी - Tangy and Sweet Bottle Gourd Curry (Recipe In Hindi),0.03532718,0.79971784
6092,Stuffed Dahi Vada Recipe,0.036046885,0.80903274
6093,Chettinad Podalangai Vadai Recipe (Chettinad Style Snake Gourd Fritters),0.037435915,0.82701063
6094,साउथ इंडियन पापड करी रेसिपी - Appalam Vathal Kuzhambu (Recipe In Hindi),0.035861455,0.8066328
6095,Thayir Idli Recipe (South Indian Idli In Tempered Curd),0.033440866,0.77530384
6096,Sweet Pongal With Thai Jasmine Rice And Palm Sugar Recipe,0.031413235,0.74906075
6097,Dry Fruits Suzhiyam (Boorelu) With Black Rice Recipe,0.035246726,0.79867655
6098,Avocado Ada Pradhaman Recipe (With Vegan Option),0.030108482,0.73217374
6099,Pink Dragon Fruit Kesari Recipe (Sooji Halwa with Dragon fruit),0.027383495,0.69690496
6100,Nagli/Ragi Laddu Recipe,0.030595897,0.7384822
6101,Honeycomb Toffee | Cinder Toffee Recipe,0.034124214,0.7841482
6102,Mangalorean Style Cheenikayi Kadubu Recipe (Pumpkin sweet idli Recipe),0.033685863,0.77847475
6103,Pumpkin Wade (Sweet Pumpkin Pooris) Recipe,0.036009397,0.8085476
6104,पंजाबी मसाला लोबिया की सब्ज़ी रेसिपी - Black Eyed Peas Masala (Recipe In Hindi),0.027384313,0.69691557
6105,Aam Papad Recipe (Tasty Mango Bars),0.025592478,0.67372435
6106,"Multi-Grain Crackers With Sesame Seeds, Chives And Chili Flakes Recipe",0.03325914,0.7729518
6107,Vegetable Chops Recipe,0.033477165,0.77577364
6108,Paneer Stuffed Bread Fritters Recipe,0.03484807,0.7935169
6109,Quinoa Sweet Paniyaram Recipe,0.034195308,0.78506833
6110,Kara Kadubu Recipe (Malanad Style Steamed Spiced Rice Dumplings),0.0374507,0.827202
6111,Shakkarkandi ke Laddu | Sweet Potato Laddu Recipe,0.03418346,0.78491503
6112,KhiraSaku ( Odiya Style Rice Pan Cake) Recipe,0.027197495,0.69449764
6113,Broccoli Corn & Barley Soup Recipe,0.0336413,0.777898
6114,Oriya Kancha Kadali Bara Recipe (Raw Banana Cutlets),0.032884527,0.7681033
6115,Kheer Puli Pitha | Bengali Pitha Recipe,0.03196218,0.75616556
6116,Instant Garlic Pickle Recipe,0.03542947,0.8010418
6117,Instant Red Chilli Pickle Recipe,0.03272067,0.7659825
6118,Singhade Ka Achaar Recipe (Water Chestnut Pickle),0.033225067,0.7725108
6119,Gulkand Kala Jamun Recipe,0.03255955,0.76389724
6120,Masala Ulundu Vadai Recipe,0.02820377,0.70752156
6121,Homemade Rose Flavoured Ice Cream Cake recipe,0.03221757,0.75947106
6122,खट्टी कद्दू की सब्ज़ी रेसिपी - Tangy Tamarind Pumpkin Curry (Recipe In Hindi),0.033157606,0.7716377
6123,Surti Obbattu Recipe - Fruit & Nut Pooris In Saffron Milk,0.03615254,0.8104003
6124,Chettinad Kavuni Arisi Sweet Recipe (Black Rice Pudding),0.033624858,0.77768517
6125,Til Ke Laddu Recipe (Sesame Seeds Laddu Recipe),0.027716503,0.70121497
6126,Guilt Free Coconut Barfi Recipe,0.02880576,0.71531296
6127,Karachi Biscuits Recipe,0.034219276,0.7853786
6128,North East Khapse Recipe (Deep Fried Biscuits From Arunachal),0.037958756,0.83377767
6129,Besan Ke Laddu Recipe,0.032662988,0.76523596
6130,Leftover Roti Cutlet Recipe,0.035848603,0.80646646
6131,Mangalorean Style Sajjige Rotti/Rulavachi Bhakri Recipe (Semolina Pancake Recipe),0.0356672,0.80411863
6132,Fruit-Chia Rice paper rolls in a Mango Tahini Dipping sauce Recipe,0.035521466,0.80223244
6133,Pineapple And Semolina Sheera Recipe,0.03357844,0.7770844
6134,Baked Mini Bread Cups Recipe,0.03574647,0.8051446
6135,South Indian Vazhakkai Puli Kootu Recipe (Plantain In Tamarind Based Curry),0.032489136,0.7629858
6136,Khajoor Imli Ki Chutney With Panch Phoran Masala Recipe,0.034041543,0.7830782
6137,Struffoli Recipe,0.03572467,0.80486244
6138,Carrot Pudina Masala Vadai Recipe,0.03310222,0.7709209
6139,Bengali Beetroot And Raw Banana Chop Recipe (Spiced Cutlet Recipe),0.03233039,0.76093125
6140,Creamy Mushroom Risotto Recipe,0.033765282,0.77950263
6141,Andhra Style Multi Lentil Garelu (Vada Recipe),0.034007013,0.7826313
6142,Kothimbir Vadi Recipe (Maharashtrian Coriander Fritters),0.035832897,0.8062632
6143,Spicy Crunchy Masala Idli Recipe,0.034009743,0.7826666
6144,Stir Fry Green beans and Tofu with Panch Phoron Recipe,0.034355693,0.7871442
6145,Kothamalli Thogayal Recipe | Coriander Leaves Chutney,0.033953734,0.7819417
6146,Stuffed Potato Cutlet Recipe With Mint Mayo,0.036291115,0.81219375
6147,Keerai Vadai Recipe (Spinach & Bengal Gram Fritters),0.034296207,0.7863743
6148,Soya Beans Paniyaram Recipe (Pan Fried Soy Fritters),0.035743106,0.8051011
6149,Tomato Chutney Recipe,0.034595557,0.79024863
6150,Kobbari Kudumulu Recipe (Indian Spiced Steamed Rice Balls),0.03397844,0.7822615
6151,Gujarati Fafda Recipe (Crispy Gram Flour Snack),0.03515458,0.797484
6152,Dal Fara Recipe (Indian Stuffed Lentil Dumplings),0.031955164,0.7560748
6153,Ambode Recipe (Karnataka Style Masala Vada),0.037460707,0.8273314
6154,Puffed Rice Bar Recipe,0.028651983,0.71332264
6155,Bihari Dal Pitha Recipe (Traditional Bihari Delicacy),0.0328773,0.7680097
6156,Andhra Style Corn Vada Recipe,0.034249853,0.78577435
6157,Apple Roses Recipe With Homemade Puff Pastry Sheets (Eggless),0.033782266,0.77972245
6158,Mumbai Style Spicy Murmura Recipe (Spicy Roasted Puffed Rice),0.036175996,0.8107039
6159,Khatta Meetha Petha Recipe (Yellow Pumpkin Sabzi),0.034923468,0.7944927
6160,Alu Vadi Or Patrode Recipe - Maharashtrian Snack With Colocasia Leaves,0.036320508,0.81257427
6161,Kanchakalar Khosha Bata | A Traditional Bengali Raw Banana Peel Chutney,0.032130726,0.75834703
6162,Amla/Nellikai Thogayal Recipe (Gooseberry Chutney),0.034317616,0.7866514
6163,Kerala Style Vettu Cake Recipe (Eggless Wholewheat Tea Shop Cake),0.03546818,0.80154276
6164,Spinach Oats Vada Recipe,0.0338317,0.7803623
6165,Palak Puri Recipe (Crispy Spinach Puri Snack),0.032566883,0.76399213
6166,Kheel Paniyaram Recipe (Puffed Rice Paniyaram),0.034083143,0.78361666
6167,Patta Gobi Matar Nu Shaak Recipe (Cabbage & Peas Sabzi Recipe),0.033488218,0.7759167
6168,Spicy Millet Casserole with Pumpkin and Feta,0.0267785,0.6890747
6169,Arbi Cutlet Recipe (Spiced Colocasia Patties),0.03293986,0.76881945
6170,Healthy Snack Bowl Recipe,0.035899848,0.80712974
6171,Oats Unni Appam/ Nei Appam Recipe,0.031045316,0.7442989
6172,Dal Fara Recipe,0.03249537,0.76306653
6173,Mumbai Style Masala Khichiya Churi Recipe,0.034231912,0.78554213
6174,Ammini Kozhukattai (Rice Flour Dumplings) Recipe,0.033202652,0.7722207
6175,Potato Puff Pastry Recipe,0.03416419,0.7846656
6176,Assamese Sweet Kordoi Recipe,0.033438224,0.7752696
6177,पोटाला रसा रेसिपी - Oriya Style Parval Sabzi (Recipe In Hindi),0.030474983,0.73691726
6178,Mysore Bonda Recipe (Healthy Pan Fried Recipe),0.03585854,0.80659515
6179,कश्मीरी दम मोंजी रेसिपी - Knol Khol in Yogurt (Recipe In Hindi),0.032401867,0.7618564
6180,Vazhaipoo Vadai Recipe (Banana Flower Fried Savoury Snack),0.03474887,0.792233
6181,भरमा कटहल की सब्ज़ी रेसिपी - Stuffed Jackfruit Curry (Recipe In Hindi),0.03096378,0.74324363
6182,Baked & Crisp Whole Wheat Methi Puri Recipe (Healthy Snack),0.034067433,0.7834133
6183,ढिंगरी डोलमा रेसिपी - Dhingri Dolma (Recipe In Hindi),0.02932205,0.7219952
6184,Malida Recipe (Healthy Whole Wheat Afghan Sweet),0.029577745,0.7253045
6185,Gular Ki Sabzi Recipe/ Shallow Fried Cluster Fig,0.034008585,0.78265166
6186,Sajjappa Recipe (Stuffed Sweetened Coconut Pastry),0.03734394,0.8258202
6187,शकरकंदी और करेला कुलंबु रेसिपी - Sweet Potato And Bitter Gourd Kulambu (Recipe In Hindi),0.031396285,0.7488414
6188,Chap Badami Recipe (Lamb Ribs Cooked In Almond Paste),0.0335887,0.7772172
6189,कलौंजी वाली आलू गोभी की सब्ज़ी रेसिपी - Cauliflower & Potato Stir Fry with Nigella Seeds (Recipe In Hindi),0.032605805,0.76449585
6190,ओरिया घंटे तरकारी रेसिपी - Oriya Style Mixed Vegetables Curry (Recipe In Hindi),0.030474983,0.73691726
6191,नादन टमाटर करी रेसिपी - Kerala Style Nadan Tomato Curry Recipe (Recipe In Hindi),0.032845005,0.7675918
6192,Avalakki Bella Usuli Recipe (Jaggery & Flattened Rice),0.03483793,0.7933856
6193,"Potato Patties Stuffed With Bell Pepper, Coconut & Dry Fruits Recipe",0.03496959,0.79508966
6194,Sabudana Tikki Recipe ( Spiced Tapioca Pearls Patties Recipe),0.035731,0.8049444
6195,कश्मीरी वेठ चमन रेसिपी - Paneer in Yogurt Tomato Curry (Recipe In Hindi),0.032401867,0.7618564
6196,Oats Uppu Kozhukattai Recipe,0.03364221,0.77790976
6197,Indian Style Tapenade Recipe,0.03347489,0.7757442
6198,Foxtail Millet Nippattu Recipe,0.03423715,0.7856099
6199,Kara Vegetable Pidi Kozhukattai (Savory Spicy Vegetable Modak),0.033956554,0.78197825
6200,Thenga Vada Recipe (Spicy Coconut Fritters),0.036300555,0.812316
6201,The Goan Kelyachyo Fodi Recipe (Spicy & Crispy Pan Fried Banana Recipe),0.030487757,0.73708254
6202,Iyengar Bakery Style Masala Bread Recipe,0.03757003,0.8287465
6203,पेशावरी काला चना रेसिपी - Peshawari Kala Chana (Recipe In Hindi),0.030530345,0.73763376
6204,Sakkare Achhu Recipe (Festive Sugar Figurines),0.037211645,0.82410794
6205,अंकुरित दालो की सब्ज़ी रेसिपी - Mixed Sprouts Sabzi (Recipe In Hindi),0.030966425,0.74327785
6206,Spirulina and Mint Basil Pesto Recipe,0.031251244,0.74696416
6207,Assamese Bilahir Tok Recipe,0.033395387,0.7747152
6208,Strawberry Smoothie Bowl with chia seeds and Muesli Recipe,0.032978788,0.7693233
6209,Healthy Fresh Vegetable Salad Bowl with Sour Yogurt Dressing Recipe,0.031581674,0.75124085
6210,Lemon Coconut Chia Energy Balls Recipe,0.034013305,0.78271276
6211,Karnataka Style Haalbai Recipe,0.032175254,0.75892335
6212,Parsi Lagan Nu Custard Recipe,0.030277332,0.7343591
6213,Andhra Style Pappulo Undrallu Recipe,0.030226935,0.73370683
6214,Banana Chia Seeds Muesli Muffin Recipe,0.025725326,0.6754437
6215,Eggless Coffee Souffle Recipe With Chocolate Sauce,0.03328848,0.7733315
6216,Glazed Apples and Banana Wheat Crumb Tart Recipe,0.026212899,0.68175423
6217,Ras El Hanout Recipe (Moroccan Spice Powder),0.03313552,0.7713518
6218,Assamese Style Dil Pasand Recipe,0.035188008,0.7979166
6219,Singapore Rice Noodles Recipe with Peanuts and Sriracha,0.03454486,0.7895925
6220,Bisi Bele Bath Spice Powder Recipe,0.034025896,0.7828757
6221,Almond Meal Muffins Recipe (Gluten Free and Grain Free),0.03321509,0.77238166
6222,Kesar Elaichi Shrikand Recipe,0.033920716,0.7815144
6223,Overnight Oats Recipe (No Cook Blueberry Vanilla and Chia seeds Oatmeal),0.029159134,0.71988654
6224,White Chocolate Pistachio Bars Recipe | White Chocolate Pistachio Fudge,0.028851708,0.71590763
6225,Spicy Thai Style Tofu With Quinoa Recipe,0.03200499,0.7567197
6226,One Pot Creamy Spinach Lentils Recipe,0.034357533,0.78716797
6227,Mosdeng Serma Recipe (Tripura Style Tomato Chutney),0.036859386,0.8195487
6228,Vegetarian Wonton Soup Recipe,0.029639393,0.7261024
6229,Kolhapuri Masala Recipe (Maharashtrian Masala Chutney Powder),0.03139826,0.7488669
6230,Thai Yellow Coconut Curry Rice Recipe,0.034660112,0.7910842
6231,Kaanole Recipe (Maharashtrian Steamed Wheat Flour Sweet),0.035029545,0.79586565
6232,Assamese Bhendir Sorsori Recipe (Okra In Mustard Sauce),0.03522271,0.7983657
6233,Tomato Mozzarella Bites Recipe,0.03323058,0.7725822
6234,Doodanche Fov Recipe (Goan Style Milk Beaten Rice/Poha In Milk),0.029815827,0.728386
6235,पनीर भरमा भिन्डी रेसिपी - Stuffed Bhindi With Paneer (Recipe In Hindi),0.031390395,0.7487652
6236,Italian Ricotta Crostini with Olives and Cherry Tomatoes Recipe,0.03526839,0.79895693
6237,Oats And Spinach Pongal Recipe,0.032546308,0.7637258
6238,Beans On Toast Recipe,0.032939687,0.7688172
6239,Healthy Spinach Idli Recipe (Steamed Spinach Savory Cake),0.033846483,0.7805536
6240,Fusion Wrap Recipe (Mixed Vegetables Wrapped In Tortilla),0.03313861,0.7713918
6241,French Brioche Recipe (Savoury Version),0.033162817,0.7717051
6242,Buckwheat Dosa Recipe,0.034435097,0.7881719
6243,French Toast Recipe With Oven Roasted Streaky Bacon,0.035637766,0.8037377
6244,Chilli Chocolate Cookies Recipe,0.033877503,0.7809551
6245,Peanut Garlic Chutney Powder Recipe,0.034417044,0.78793824
6246,Grilled Winter Vegetable Salad Recipe,0.033415154,0.774971
