recipe_id,recipe_name,expiry_score
1663,Curd Rice Thayir Sadam (Dahi Bhaat) - For Babies & Toddlers Over 10 Months,0.0
16072,Khatti Meethi Tindora Sabzi Recipe - Gujarati Tindora Nu Shaak,0.0
16073,Maharashtrian Tomato Saar Recipe,0.0
1661,Thecha Paniyaram Recipe,0.0
16057,How to Make Homemade Jalebi Recipe,0.0
16056,Sorakkai Kozhukattai Paal Kuzhambu Recipe - Bottle Gourd Curry,0.0
1671,Badam Ki Kheer Recipe - Spiced Almond Milk,0.0
16054,Mavinakayi Chitranna Recipe - Spiced Raw Mango Tempered Rice,0.0
16053,Baale Dindu Kadale Palya - Banana Stem Curry With Chickpeas Recipe,0.0
16051,Kashmiri Style Modur Pulao With Pomegranate Recipe,0.0
16050,Amritsari Sookhi Dal Recipe,0.0
16049,Agathi Keerai Recipe,0.0
1675,Nongu Paal Recipe - Palm Fruit Drink,0.0
1679,Kothamalli Kozhukattai (Coriander Rice) Recipe,0.0
1682,Dry Fruits Meetha Paneer Paratha Recipe,0.0
1690,Carrot And Beans Poriyal Recipe For Babies And Toddlers,0.0
1691,Golden Turmeric Almond Saffron Milk Shot Recipe,0.0
16042,Calicut Payyoli Chicken Fry Recipe,0.0
1696,Banarasi Chooda Matar/Chura Matar Recipe,0.0
16039,Mambazha Mor Kuzhambu Recipe - Ripe Mango Mor Kuzhambu,0.0
16037,Aam Chunda Pickle Recipe - Gujarati Mango Chunda Recipe,0.0
16075,Assamese Narasingh Masor Jhol Recipe (Fish In Curry Leaves Gravy),0.0
1659,Chironji And Makhane Ki Kheer Recipe,0.0
16033,Chicken Donne Biryani Recipe - Bangalore Shivaji Military Style,0.0
16106,Karuveppilai Chutney Podi Recipe - Curry Leaves Chutney Podi,0.0
16100,Bharva Bhindi Recipe - Pan Fried Stuffed Okra With Spices & Peanuts,0.0
1610,Sun Dried Raw Mango Raita Recipe-Ambula Rai,0.0
1595,Beetroot Sambar Recipe - Tangy Beetroot Lentil Curry,0.0
1593,Crunchy Carrot Peanut Raita Recipe - Gajar Moongphali Raita,0.0
16104,Andhra Style Kandi Pachadi Recipe (Masoor Dal Chutney Recipe),0.0
16105,Homemade Butter Naan Recipe - Soft Yogurt Bread,0.0
1590,Gilka Bhajji Recipe-Silk Squash Fritters,0.0
1658,Banana Sheera Recipe - Sweet Banana Halwa/ Pudding,0.0
1589,Mogre Ka Sharbat Recipe - Fresh Jasmine Drink,0.0
1586,Besan Ka Sheera Recipe (Natural Cold Remedy),0.0
1585,North Kanara Sweet And Sour Raw Mango Chutney Recipe,0.0
16112,Karnataka Style Hurigadale Tambittu Recipe - Gram Flour Ladoo,0.0
1578,हैदराबादी वेजिटेबल बिरयानी रेसिपी - Hyderabadi Vegetable Biryani Recipe,0.0
16115,Paneer Biryani Recipe,0.0
16099,Goan Style Khatkhatem Recipe (Mixed Vegetable Gravy),0.0
16098,Ukad Recipe - Maharashtrian Rice Flour Porridge,0.0
16096,Pumpkin Sabzi Recipe with Panch Phoron Masala,0.0
16095,Chettinad Beans & Cauliflower Poriyal Recipe (South Indian Stir Fry),0.0
1612,मशरुम करी - Mushroom Curry (Recipe In Hindi),0.0
16093,Whole Wheat Soya Keema Kulchas,0.0
16092,Murgh Malai Kebab Recipe - Chicken Malai Kebab,0.0
1614,Pathare Prabhu Roath Recipe (Semolina Cake),0.0
1623,Kaju Pakoda Recipe (Cashew Nut Fritters),0.0
3415,Kobiche Vade Recipe - Cabbage And Multigrain Fritters,0.0
1636,Gurellu Chutney Podi Recipe,0.0
1643,Broccoli Peanut Oats Tikki Recipe,0.0
16083,Beetroot & Sesame Thepla Recipe,0.0
1644,Karamani Sundal Recipe - Spicy Tossed Black Eyed Beans Recipe),0.0
1648,Baked Samosa Pinwheels Recipe,0.0
1651,Classic Chettinad Seepu Seedai Recipe,0.0
16079,Mushroom Thoran Recipe - Kerala Style Mushroom Sabzi,0.0
16034,Ridge Gourd Pachadi Recipe - Ridge Gourd Chutney,0.0
16032,Raw Banana & Ajwain Paratha Recipe,0.0
16287,Pineapple Gojju Recipe (Karnataka Style Tangy And Spicy Pineapple Curry),0.0
1779,Palak Kadhi Recipe - Spinach Kadhi,0.0
1785,Maharashtrian Takatla Palak Recipe - Spinach Peanut Buttermilk Curry,0.0
1782,Vazhakkai Podimas Recipe (Ayurvedic Recipe With No Onion No Garlic),0.0
15974,Konkani Style Batata Song Recipe - Dry Red Chili Potatoes Fry,0.0
1780,Steamed Rice Recipe - Pressure Cooker & Sauce Pan Methods,0.0
15976,Kathirikai Sundakkai Vathal Kuzhambu Recipe,0.0
15977,Chatpate Aloo Recipe With Sesame Seeds,0.0
15979,Hariyali Matar Recipe,0.0
15989,Thakkali Sadam Recipe - Spicy Tomato Rice,0.0
15981,Rava Kesari Bhath - South Indian Sooji Halwa Recipe,0.0
15982,Murungai Keerai Kollu Kuzhambu - Drumstick Leaves Horse Gram Curry,0.0
15984,Whole Wheat Flour Puttu Recipe,0.0
15985,Chettinad Muttai Paniyaram Recipe | Egg Paniyaram Recipe,0.0
15986,Coriander Tamarind Millet Rice Recipe,0.0
15987,Gehun Ka Halwa Recipe | Atte Ka Halwa | Kada Prasad Recipe,0.0
15970,Sorakaya Masala Curry Recipe - Andhra Style Sorakaya Curry,0.0
15966,Homemade Mysore Pak Recipe | Traditional Recipe Made With Ghee,0.0
1791,Tandoori Style Soya Chaap Curry Recipe,0.0
15964,Mooli Paratha Recipe - Indian Flat Bread with Radish,0.0
1793,Murungai Keerai Adai Recipe - Drumstick Leaves Adai | Lentil Crepes,0.0
15961,Golpapdi Recipe | Gur Papdi | Sukhdi recipe | Gujarati Gol Papdi,0.0
1795,Huli Soppu Saaru Recipe - Karnataka Style Mixed Greens Sambar,0.0
15957,चीज़ी आलू पराठा - Cheesy Aloo Paratha (Recipe In Hindi),0.0
15956,Bengali Dhokar Dalna Recipe,0.0
1797,Mirch Ki Sabzi Recipe With Roasted Peanuts,0.0
15954,Sakkaravalli Kizhangu Poriyal Recipe - Spicy Sweet Potato Roast,0.0
15953,Urulai Kizhangu Roast Recipe - Spicy Potato Roast Recipe,0.0
15950,Besan Cheela Recipe Stuffed With Chatapa Paneer,0.0
15949,Konkani Style Vaingana Kaap Recipe - Shallow Fried Eggplant With Semolina,0.0
15947,Egg Butter Masala Recipe,0.0
1799,Assamese Narasingh Masor Jhol Recipe (Fish In Curry Leaves Gravy),0.0
1800,"Beetroot, Amla And Pudina Juice Recipe | Mint Gooseberry Beet Juice",0.0
1778,Raw Banana and Yam Thoran Recipe,0.0
1774,Chunni Ki Puri Recipe - Moong Dal And Besan Fried Puri Recipe,0.0
16031,Stuffed Makai Paratha Recipe (Corn & Coriander Stuffed Flat Bread),0.0
1713,Homemade Pani Puri Recipe -Calcutta Style Puchka Recipe,0.0
16015,Yeruvalli Kuzhambu Recipe | Iru Puli Kuzhambu | Tangy Coconut Curry,0.0
16017,Muttaikose Poriyal Recipe - Purple Cabbage Poriyal | Red Cabbage Sabzi,0.0
1724,Caramelized Ripe Plantains Without Added Sugar Recipe (Caramelized Nendran),0.0
16019,Restaurant Style Chicken 555 Recipe,0.0
16020,Coriander Chicken Roast Recipe,0.0
1721,Pasi Paruppu Kosumalli Recipe (Spiced Lentil Salad Recipe),0.0
16024,Mugachi Usal Recipe -Spicy Moong Sprouted Sabzi,0.0
1768,Pumpkin Chapati Recipe,0.0
16025,Raw Papitha No Sambharo Recipe,0.0
1709,Kerala Special Mambazha Puliserry Recipe,0.0
1706,Karwar Style Yerappe Ani Recipe- Rice and Black Split Gram Fried Dumpling,0.0
1704,Kavuni Arisi Halwa Recipe (Black Rice Halwa),0.0
1703,Zafrani Mawa Cake Recipe (Saffron Flavored Milk Cake),0.0
16030,Paka Kela Ki Sabzi Recipe | Paka Kela nu Shaak | Gujarati Jain Recipe,0.0
16014,Instant Khaman Dhokla Recipe,0.0
1734,Nendra Pazham Pulissery Recipe - Ayurvedic Recipe,0.0
1736,Raw Jackfruit & Peanut Masala Poriyal Recipe With Sambar Powder,0.0
1743,Soft & Delicious Ragi Mudde Recipe - Karnataka Style Ragi Balls,0.0
16009,Gujarati Methi Na Dhebra Recipe,0.0
16008,Kashmiri Style Apple Tamatar Sabzi Recipe - No Onion No Garlic,0.0
16007,Upvaas Thalipeeth Recipe,0.0
16006,Gujarati Undhiyu Recipe - Mixed Vegetable With Fenugreek Dumplings,0.0
1746,Methi Bajra Poori Recipe,0.0
16003,Kali Mirch Singhare Ki Sabzi Recipe,0.0
16001,Kashmiri Kesar Pulao - Saffron Fennel Rice Recipe,0.0
16000,Healthy Fulkopir Paturi Recipe (Bengali Style Cauliflower Dumplings),0.0
15999,Lauki Yakhni Recipe - Bottle Gourd In Yogurt Gravy,0.0
1762,Bharwa Karela Masala Recipe,0.0
15996,Kasuri Methi Chole Recipe,0.0
15994,Aloo Paratha Recipe - Healthy North Indian Breakfast,0.0
15993,Methi Matar Pulao Recipe - Fenugreek Green Peas Pulao,0.0
16116,Mamidikaya Pappu Recipe - Andhra Raw Mango Dal,0.0
16117,Rase Wale Aloo Recipe (Boiled Potato in Tangy Tomato Sauce),0.0
16118,Dondakkai Puli Curry Recipe - South Indian Style Tindora Curry,0.0
1462,Indian Tea Masala Powder,0.0
1474,Gajar Lauki Juice Recipe - Bottle Gourd Carrot Juice,0.0
1471,Thengai Poli Recipe - Coconut Poli Recipe,0.0
1469,Avarakkai Poricha Kootu Recipe - Broad Beans Kootu Recipe,0.0
16226,Vazhakkai Milagu Kootu Recipe - Plantains Pepper Curry,0.0
1465,Muskmelon Juice Recipe,0.0
16230,No Onion No Garlic Cabbage Kofta Curry Recipe,0.0
16232,Fansi Muthia Nu Shaak Recipe - Green Beans With Gram Flour Dumplings,0.0
16246,Vegan Kofta Curry Recipe,0.0
1458,How To Make Homemade Ragi Idli & Dosa Batter Recipe,0.0
16236,Mughlai Aloo Matar Gobi Recipe,0.0
16237,Gujarati Vaghareli Mag Recipe - Whole Green Moong Dal Sabzi Recipe,0.0
16240,Kumror/Kaddu Posto Recipe (Spiced Pumpkin with Poppy Seeds and Tomatoes ),0.0
1456,Apple Puree Recipe (Baby Food - 4 months onwards),0.0
16242,South Indian Poli Recipe - Boli | Obbattu | Bobbatlu | Holige,0.0
16220,Methi Murgh Recipe - Chicken with Fenugreek Leaves,0.0
1481,Coconut Kewra Drink Recipe,0.0
16218,Gujarati Style Bhakri Recipe-A Multigrain Flat Bread,0.0
16217,Hyderabadi Vegetable Biryani Recipe | Vegetable Dum Biryani,0.0
1483,Moon Biscuits Recipe (Moon Shaped Baked Cookies),0.0
16215,Milagu Rasam Recipe - Miriyala Charu | Pepper Rasam With Fresh Ground Rasam Powder,0.0
16214,Gutti Dondakaya Vepudu Recipe - Stuffed Ivy Gourds | Stuffed Tendli | Kovakkai,0.0
16213,"South Indian Paniyaram Recipe - 3 types - Classic, Carrot & Spinach",0.0
1487,"Raw Papaya, Apple & Carrot Salad Recipe",0.0
16210,Pacha Manga Pachadi Recipe - Raw Mango Pachadi,0.0
1491,Healthy & Delicious Jamun Fruit Smoothie - Black Plum Smoothie Recipe,0.0
16208,Vendakkai Vengayam Sambar Recipe (Okra in Tangy Lentil Curry),0.0
1496,Phool Mathri Recipe,0.0
16206,Karatyacho Fodi Recipe - Pan Fried Bitter Gourd,0.0
16205,Ringan Methi Nu Shaak Recipe - Gujarati Style Eggplant & Fenugreek Leaves Sabzi,0.0
1497,Besan Methi Paratha Recipe,0.0
1500,Bhaji Vada Recipe (Lentil And Vegetable Fritters),0.0
16244,Goan Style Recheado Bangdo Recipe | Stuffed Mackerel,0.0
16247,Kerala Style Varutharacha Mutta Curry Recipe,0.0
1576,Sprouted Green Gram Kosambari Recipe- With Pomegranates,0.0
16276,Hara Dhania Paratha Recipe - Coriander Paratha,0.0
16268,Drumstick Leaves Ragi Roti Recipe - Moringa Millet Flat Bread,0.0
16270,Karnataka Style Huggi (Rice and Moong dal Savory Porridge),0.0
16271,Chettinad Cauliflower Pepper Fry Recipe - Chettinad Poo Kosu Poriyal,0.0
16273,Rajma Kofta In Milk And Poppy Seed Gravy Recipe,0.0
16274,Bathua Raita Recipe,0.0
16275,Maharashtrian Kakdi Thalipeeth Recipe - Spiced Cucumber Flat Bread,0.0
1442,Instant Cucumber Pickle Recipe,0.0
16248,Soya Methi Sabzi Recipe | Made from Soya Chunks,0.0
16279,Plain Dalia Recipe- How To Cook Broken Wheat In Pressure Cooker,0.0
1440,Restaurant Style Chicken 555 Recipe,0.0
16281,Bhindi With Cashews & Coconut Sabzi Recipe,0.0
16282,Marwadi Gatte Ki Kadhi Recipe - Gram Flour Dumpling In Yogurt Curry,0.0
16284,Menthi Aaku Badeela Koora Recipe - Besan Muthia Cooked With Methi Leaves,0.0
1424,Makki and Methi Roti Recipe,0.0
16267,Beans And Carrot Masala Pulav With Black Eyed Beans Recipe,0.0
16266,Mysore Style Avarekalu Rasam Recipe,0.0
16265,Kerala Style Vendakka Pachadi Recipe - Roasted Bhindi Coconut Raita,0.0
1445,बनाना एपल मैश - Mashed Banana Apple (Recipe In Hindi),0.0
1448,Mooli Gobhi Aur Methi Sabzi Recipe,0.0
1449,Maharashtrian Green Chilli Thecha Recipe,0.0
1450,Cinnamon Spiced Black Lemon Tea Recipe,0.0
16260,Aloo Parwal Sabzi Recipe - A Classic Bengali Dish,0.0
16259,Peerkangai Thogayal Recipe | Ridge Gourd Peel Chutney | Beerakaya Pachadi,0.0
16258,Chamadumpa Vepudu Recipe - Andhra Style Colocasia Stir Fry | Arbi Sabzi,0.0
16257,Bendakaya Pulusu Recipe - Andhra Style Tangy Ladies Finger Curry,0.0
1451,Kashmiri Style Noon Chai Recipe - Pink Tea,0.0
16255,Moongphali Bhindi Sabzi Recipe - Lady's Finger Peanut Stir Fry,0.0
16254,Punjabi Bhindi Kadhi Recipe - Roasted Okra In Yogurt Curry,0.0
16251,Rajasthani Laal Maas Recipe-Mutton In Red Spicy Gravy,0.0
16250,Badam Elaichi Kulfi Recipe,0.0
1452,Angoor Raita Recipe,0.0
16202,Karwar Style Bibya Usal Recipe (Spiced Cashew Nut Sabzi),0.0
1502,Ammani Kozhukkattai Recipe,0.0
16200,Puli Keerai Recipe (Tamarind Spinach Curry),0.0
16147,Goan Mushroom Xacuti Recipe,0.0
16139,Chunni Ki Puri Recipe - Moong Dal And Besan Fried Puri Recipe,0.0
16141,Raw Banana and Yam Thoran Recipe,0.0
16142,Palak Kadhi Recipe - Spinach Kadhi,0.0
1563,Poha Buttermilk Idli Recipe,0.0
1561,Sago Kheer Recipe - Tapioca Milk Pudding,0.0
16146,Mango Pulusu Recipe - Mamidi Pandu Pulusu Recipe,0.0
16150,Bengali Style Basanti Pulao Recipe,0.0
16199,Methi Malai Paneer Recipe,0.0
16151,Murungai Keerai Adai Recipe - Drumstick Leaves Adai | Lentil Crepes,0.0
1546,Homemade Ghee Recipe,0.0
16153,Mughlai Style Chicken Haleem Recipe,0.0
1545,चाउ चाउ पोरिचा कूटू रेसिपी - Chow Chow Poricha Kootu Recipe,0.0
1543,वाघरेला रोटली रेसिपी - Vagharela Rotli Recipe,0.0
1541,Gulab Sandesh Recipe - Cottage Cheese Flavored with Rose Water,0.0
16138,Seppakizhangu Roast (South Indian Style Arbi Fry) Recipe,0.0
1566,परवल मसाला रेसिपी - Parwal Masala Recipe,0.0
1567,मेथी मूंग दाल रेसिपी - Methi Moong Dal Recipe,0.0
1570,Jeera Milagu Rasam Recipe - South Indian Pepper Cumin Rasam,0.0
16133,Moongachi Usali (Goan Style Sprouted Green Gram Stir Fry),0.0
16132,Pumpkin Chapati Recipe,0.0
16131,Steamed Rice Recipe - Pressure Cooker & Sauce Pan Methods,0.0
16130,Bharwa Karela With Sweet Potato Filling Recipe,0.0
16129,Subz Noor E Chashm Recipe (Nawabi Curry Recipe ),0.0
16128,Tandoori Style Soya Chaap Curry Recipe,0.0
16127,Mirch Ki Sabzi Recipe With Roasted Peanuts,0.0
1571,काबुली चना सुंदल रेसिपी - Chickpea Sundal Recipe,0.0
16125,Butter Garlic Naan Recipe - Garlic Flavoured Flatbread,0.0
16124,Huli Soppu Saaru Recipe - Karnataka Style Mixed Greens Sambar,0.0
1573,Achari Masala Puri Recipe,0.0
16121,Methi Bajra Poori Recipe,0.0
1574,Ridge Gourd Peel Chutney Recipe,0.0
16158,Nendra Pazham Pulissery Recipe - Ayurvedic Recipe,0.0
16160,Raw Jackfruit & Peanut Masala Poriyal Recipe With Sambar Powder,0.0
16161,Petha Wadi Sabzi Recipe,0.0
16181,Barnyard Millet Mushroom Biryani Recipe,0.0
16198,Matar Butter Masala Recipe,0.0
16197,Batata Saragva Nu Shaak Recipe-Spicy Aloo & Drumstick Vegetable,0.0
16196,Rava Fried Prawns Recipe,0.0
1508,Homemade Soft Idli Recipe - Steamed Rice and Lentil Cake,0.0
16194,Shimla Mirchi Panchamrut Recipe | Konkani Capsicum Cashew Peanut Sabzi,0.0
1510,Crispy Fried Kurkuri Bhindi Recipe Spiced With Cumin & Chaat Masala,0.0
16192,No Onion No Garlic Rajasthani Gatte Ki Kadhi Recipe,0.0
1512,पोट्टू कडलई चटनी रेसिपी - Roasted Chickpea Chutney Recipe,0.0
16189,Khatti Arbi Ki Sabzi Recipe - Colocasia In Yoghurt Curry,0.0
1513,Chocolate Cheese Gujiya Recipe,0.0
1514,गाजर गोभी मटर सब्ज़ी रेसिपी - Carrot Cauliflower Peas Sabzi Recipe,0.0
16186,Ambur Star Chicken Biryani Recipe,0.0
1515,मिनी इडली उपमा रेसिपी - Mini Idli Upma Recipe,0.0
16183,Jain Style Dal Makhani Recipe,0.0
16180,Broccoli Paneer And Peanut Masala Recipe,0.0
16162,Bendekaayi Gojju (Lady Finger In Coconut Curry) Recipe,0.0
1516,बंगाली आलू दम रेसिपी - Bengali Aloo Dum Recipe,0.0
1519,Idli Dosa Milagai Podi Recipe - South Indian Chilli Chutney Powder,0.0
16177,Besan Arbi Roast Recipe - Spicy Colocasia Stir Fry,0.0
16176,Stuffed Mooli Paneer Paratha Recipe,0.0
1520,Ragi & Whole Wheat Halwa Recipe - Finger Millet Pudding,0.0
16174,Maharashtrian Takatla Palak Recipe - Spinach Peanut Buttermilk Curry,0.0
1521,Ragi And Dill Nippattu Recipe,0.0
16172,Vazhakkai Podimas Recipe (Ayurvedic Recipe With No Onion No Garlic),0.0
16169,Bharwa Karela Masala Recipe,0.0
16168,Soft & Delicious Ragi Mudde Recipe - Karnataka Style Ragi Balls,0.0
16167,"Hyderabadi Bagare Tamatar (Spiced, Tossed Tomato Curry)",0.0
1528,केसर पिलाफ रेसिपी - Saffron Pilaf Recipe,0.0
16165,Chettinad Style Nattu Kozhi Varuval Recipe,0.0
1531,थक्काली रसम रेसिपी - Thakkali Rasam Recipe,0.0
1289,Kerala Style Tapioca with Coconut Curd Chutney Recipe,0.0
16602,केरला कडला करी रेसिपी - Kerala Kadala Curry (Recipe In Hindi),0.0
1058,Karnataka Style Harive Soppu Bendi Recipe (Amaranth Leaves Cooked in Coconut Broth),0.0
17015,Pink Dragon Fruit Kesari Recipe (Sooji Halwa with Dragon fruit),0.0
17008,Motichoor Modak Recipe,0.0
17009,Sweet Boondi / Meethi Boondi Recipe,0.0
17010,Dry Fruits Suzhiyam (Boorelu) With Black Rice Recipe,0.0
17011,अवधी खट्टी अरबी का सालन रेसिपी - Awadhi Style Khatti Arbi Ka Salan (Recipe In Hindi),0.0
17013,Honeycomb Toffee | Cinder Toffee Recipe,0.0
17014,Nagli/Ragi Laddu Recipe,0.0
17016,Avocado Ada Pradhaman Recipe (With Vegan Option),0.0
17025,Paal Kozhukattai Recipe,0.0
1152,Perum Payaru Theeyal Recipe (Kerala Style Black Eyed Bean Curry),0.0
17019,खट्टा मीठा लौकी करी रेसिपी - Tangy and Sweet Bottle Gourd Curry (Recipe In Hindi),0.0
17020,Nolen Gurer Payesh Recipe,0.0
17021,Kothamalli Thovayal Recipe (Dry Coriander Leaves Chutney),0.0
17022,नादन टमाटर करी रेसिपी - Kerala Style Nadan Tomato Curry Recipe (Recipe In Hindi),0.0
17023,ओरिया घंटे तरकारी रेसिपी - Oriya Style Mixed Vegetables Curry (Recipe In Hindi),0.0
17005,छोले मसाला रेसिपी - Dry Masala Chickpeas (Recipe In Hindi),0.0
17004,Manda Pitha Recipe (Odiya Style Modak),0.0
17003,केरला टमाटर फ्राई रेसिपी - Kerala Tomato Fry (Recipe In Hindi),0.0
17002,Gulab Jamun Bread Pudding Recipe,0.0
17001,तमिल नाडु स्टाइल ब्रोकली पोरियल रेसिपी - Broccoli Stir Fry (Recipe In Hindi),0.0
17000,तमिल नाडु स्टाइल सोरकई पोरियल - Spicy Dry Bottle Gourd (Recipe In Hindi),0.0
16999,Bhapa Ilish Recipe (Steamed Hilsa),0.0
16998,Narkoler Chance Recipe (Bengali Style Coconut Block),0.0
16997,अवधी स्टाइल करेले का दुलमा रेसिपी - Stuffed Bitter Gourd Simmered In Yogurt Gravy (Recipe In Hindi),0.0
16996,नवरतन कोरमा (सूखा) रेसिपी - Dry Navratan Korma (Recipe In Hindi),0.0
16994,Karnataka Style Badnekayi Mosaru Gojju Recipe,0.0
16993,Vazhaithandu Mor Kootu Recipe (Tamil Nadu Style Banana Stem Recipe),0.0
16991,Karnataka Style Southekayi Seppe Chutney Recipe (Mangalore Cucumber Peel Chutney Recipe),0.0
16990,Brahmi Chutney Recipe,0.0
16989,Carrot and Cucumber Thalipeeth Recipe,0.0
16988,Watermelon Seeds And Pumpkin Seeds Podi Recipe,0.0
1157,Rumali Roti Recipe,0.0
17024,कलौंजी वाली आलू गोभी की सब्ज़ी रेसिपी - Cauliflower & Potato Stir Fry with Nigella Seeds (Recipe In Hindi),0.0
17026,Kaacha Gola Recipe (Bengali Sweet Cottage Cheese Balls),0.0
16984,Quick Prawn Tikka Masala Recipe,0.0
1132,Konkani Style Vaingana Kaap Recipe - Shallow Fried Eggplant With Semolina,0.0
17054,Urulaikizhangu Puli Thokku Recipe (South Indian Style Potatoes with Tamarind),0.0
17055,Mashed Peas Recipe,0.0
1140,Quick Beetroot Pulao Recipe,0.0
17060,Khatta Meetha Petha Recipe (Yellow Pumpkin Sabzi),0.0
1134,Stuffed Makai Paratha Recipe (Corn & Coriander Stuffed Flat Bread),0.0
17063,Kothamalli Thogayal Recipe | Coriander Leaves Chutney,0.0
17065,Assamese Sweet Kordoi Recipe,0.0
17027,Bhaja Pithe Recipe,0.0
17066,पोटाला रसा रेसिपी - Oriya Style Parval Sabzi (Recipe In Hindi),0.0
17067,कश्मीरी वेठ चमन रेसिपी - Paneer in Yogurt Tomato Curry (Recipe In Hindi),0.0
17069,अंकुरित दालो की सब्ज़ी रेसिपी - Mixed Sprouts Sabzi (Recipe In Hindi),0.0
17070,Assamese Bilahir Tok Recipe,0.0
17071,Sakkare Achhu Recipe (Festive Sugar Figurines),0.0
17072,Sajjappa Recipe (Stuffed Sweetened Coconut Pastry),0.0
17046,Kerala Pumpkin Pachadi Recipe (Parangikai Pachadi),0.0
17045,Thai Jasmine Sticky Rice Recipe,0.0
17044,खट्टी कद्दू की सब्ज़ी रेसिपी - Tangy Tamarind Pumpkin Curry (Recipe In Hindi),0.0
17043,शकरकंदी और करेला कुलंबु रेसिपी - Sweet Potato And Bitter Gourd Kulambu (Recipe In Hindi),0.0
17040,Maharashtrian Kalanyachi Bhakri Recipe With Groundnut Chutney,0.0
17039,Nolen Chawal Bhog Recipe (Rice Pudding With Nolen Jaggery),0.0
17038,Murmura Jaggery Laddu/ Pori Urundai Recipe,0.0
17037,Uttarakhand Style Singhal Recipe,0.0
17036,Sakkare Millet Pongal Recipe,0.0
17035,Suji Manda Pitha/Sweetened Coconut Stuffed Semolina Dumplings Recipe,0.0
17034,Patishapta Recipe (Rice Crepe),0.0
17033,Chaler Payesh Recipe (Bengali Style Rice Pudding),0.0
17032,Instant Palkova Recipe (Milk Based Sweet Recipe),0.0
17031,Goan Sweet Khatkhati Recipe (Coconut Candy),0.0
17030,व्रत वाले आलू पनीर रेसिपी - Potato Paneer Curry Without Onion And Garlic Recipe (Recipe In Hindi),0.0
17029,मेथी की सब्ज़ी रेसिपी - Methi Leaves Curry (Recipe In Hindi ),0.0
17028,Easy Vegan Date Roll Recipe,0.0
16986,Chettinad Inippu Seeyam Recipe,0.0
16983,Hyderabadi Double Ka Meetha Recipe (Traditional Indian Bread Pudding),0.0
17074,भरमा कटहल की सब्ज़ी रेसिपी - Stuffed Jackfruit Curry (Recipe In Hindi),0.0
16939,Grilled Cherry Tomato Pickle Recipe,0.0
16930,Kesar Elaichi Shrikand Recipe,0.0
16933,Thandai Mousse Recipe,0.0
16934,Andhra Style Karivepaku Pachadi Recipe (Curry Leaf Chutney Recipe),0.0
16936,Godhi Chutney Podi Recipe (Wheat Germ South Indian Spice Powder),0.0
1180,Dry Fruit Ghughra/Gujiya Recipe (Pastry Crust Pockets Filled With Dry Fruits),0.0
1177,Instant Sooji Oats Dhokla Recipe - Steamed Semolina & Oats Dhokla,0.0
16940,Rajasthani Khoya Matar Sabzi Recipe,0.0
16948,शकरकंदी की सब्ज़ी रेसिपी - Sweet Potato Sabzi (Recipe In Hindi),0.0
1176,Murungai Keerai Sambar Recipe - Drumstick Leaves Sambar,0.0
16942,Rajasthani Khooba Roti Recipe,0.0
16943,Rajasthani Korma Roti Recipe,0.0
16944,Spiced Khooba Roti (Rajasthani Pinched Flatbread Recipe),0.0
16945,Rajasthani Dal Baaple Churma Recipe,0.0
16946,Rajasthani Dana Methi & Papad Ka Saag Recipe,0.0
16929,Assamese Style Dil Pasand Recipe,0.0
16928,Kaanole Recipe (Maharashtrian Steamed Wheat Flour Sweet),0.0
16927,Assamese Bhendir Sorsori Recipe (Okra In Mustard Sauce),0.0
16926,Peanut Garlic Chutney Powder Recipe,0.0
1182,Kesar Pista Kulfi Recipe,0.0
16924,Buckwheat Dosa Recipe,0.0
16923,Healthy Spinach Idli Recipe (Steamed Spinach Savory Cake),0.0
16922,Oats And Spinach Pongal Recipe,0.0
16921,पनीर भरमा भिन्डी रेसिपी - Stuffed Bhindi With Paneer (Recipe In Hindi),0.0
16920,Doodanche Fov Recipe (Goan Style Milk Beaten Rice/Poha In Milk),0.0
16919,Traditional Steamed Modak Recipe (Ukadiche Modak With Rice flour),0.0
16918,Bengali Chirer Payesh / Poha Pudding Recipe With Nolen Gur,0.0
16917,Bengali Bhapa Doi Recipe,0.0
16916,Aval Puttu Recipe,0.0
1184,Thandai Recipe - Spiced Festival Drink With Saffron And Dry Fruits,0.0
16914,Royal Bread Gulab Jamun Recipe,0.0
16912,पोरीचा कोरम्बुरेसिपी - Poricha Kuzhambu Tamil Nadu Style Mixed Vegetables and Lentil Stew (Recipe In Hindi),0.0
16947,Rajasthani Govind Gatta Curry Recipe,0.0
16949,आमला गवार फली की सब्ज़ी रेसिपी - Crispy Amla Gawar Phali Sabzi (Recipe In Hindi),0.0
16982,Karantaka Style Seke Undlaka/ Undlige Recipe (Mini steamed sweet dumplings Recipe),0.0
16974,महाराष्ट्रियन आलू भूजने रेसिपी - Potato Stir Fry (Recipe In Hindi),0.0
16968,Vendakkai-Vazhakkai Mor Kuzhambu Recipe (Tamil Nadu Style Lady's Finger & Raw Banana Curry),0.0
16969,Khatte Baingan Recipe,0.0
1165,Puliyodharai / Puliyogare Recipe (Spicy Tamarind Rice) with Pulikachal,0.0
16971,Uttarakhand Mooli Thechua Recipe (Radish Salad),0.0
1164,Mushroom Poha Cutlets Recipe,0.0
16973,Dibba Rotti/Minapa Rotti Recipe (Pan Idli Recipe),0.0
16975,Curd Rice Recipe With Mint Flavour,0.0
