recipe_id,recipe_name,expiry_score
17569,Rabodi Simla Mirch Ki Sabzi (Rajasthani Curry with Corn Papad),0.75
2130,Rajasthani Dal Recipe,0.75
15936,Traditional Amritsari Chole Recipe | Punjabi Chole Masala,0.75
2129,Matar Paneer Recipe - Paneer in Peas Gravy,0.75
2122,Kaddu Simla Mirch Sabzi Recipe - Pumpkin Capsicum Sabzi,0.75
15930,Methi & Pudina Aloo Sabzi Recipe,0.75
1828,Eerulli Palya Recipe - Vengaya Poriyal Recipe,0.75
17538,Lauki Tamatar Ki Sabzi Recipe,0.75
2115,Tawa Mushroom Recipe,0.75
2114,Andhra Style Allam Pachadi (Ginger Chutney Recipe),0.75
15927,Chana Methi Dal Recipe - Fenugreek & Split Bengal Gram Curry,0.75
865,Vegan Chickpea Omelette Recipe (Spiced Chickpea Flour Pancakes),0.75
1818,Broccoli Paneer And Peanut Masala Recipe,0.75
866,Amritsari Fish Gravy Recipe,0.75
16152,Gujarati Trevti Dal Recipe (Creamy Lentils Cooked In Mild Spices),0.75
1655,Bhel Puri Recipe - An Indian Street Food And Tea Time Snack,0.75
415,Stuffed Ridge Gourd Recipe,0.75
14673,Karnataka Style Menthya Soppu Hesaru Kaalu Palya Recipe,0.75
1309,Spicy Seafood Stew Casserole With Tomatoes And Lime Recipe,0.75
18277,Sukhi Dahi Wali Lauki Recipe - Yogurt Based Bottle Gourd Sabzi,0.75
1311,Stuffed Bharwa Tinda Recipe (Stuffed Apple Gourd),0.75
14716,Spicy And Tangy Bread Upma Recipe,0.75
14713,"Rava Upma Recipe With Peanuts, Peas & Corn",0.75
2776,Achari Chole Aloo Tikki Chaat Recipe,0.75
1312,Thotakura Pappu Recipe (Toor Dal with Amaranth Leaves),0.75
16209,Baingan Methi Ka Bharta Recipe with Pomegranates,0.75
18317,Healthy Bharwa Karela Recipe - Stuffed Bitter Gourd,0.75
177,Shahi Paneer Recipe,0.75
18345,Uggani Recipe - Puffed Rice Upma,0.75
16212,Kerala Style duck curry with Coconut Milk Recipe,0.75
1307,Punjabi Black Chickpea Curry Recipe - Kale Chane Ki Sabzi,0.75
2791,Khatte Chole Recipe - A Delicious North Indian Chana Masala,0.75
167,Palak Chole Recipe (Spinach & Chickpea Curry),0.75
16216,Hariyali Machali Recipe - Carp Fish In Green Spinach And Coriander Gravy,0.75
165,Dhaba Style Dal Fry Recipe | Mixed Dal Tadka,0.75
158,Methi Murgh Recipe - Chicken with Fenugreek Leaves,0.75
146,Dudhi Dal Gosht Recipe-Mutton With Bottle Gourd & Lentils,0.75
14643,Dal Kabila Recipe - Diabetic Urad Dal Tadka,0.75
144,Ringna No Olo Recipe - A Kathiyawadi Gujarati Style Roasted Eggplant,0.75
139,Corn Pulao Recipe,0.75
14637,Dhaba Style Dal Palak Recipe,0.75
116,Royyala Kura Recipe (Andhra Style Prawn Curry),0.75
18276,Karnataka Style Sabbasige Rasam Recipe - Dill leave & Toor Dal Rasam,0.75
14765,Restaurant Style Phool Gobhi Masala Recipe,0.75
14611,Baingan Bharta Recipe - Smoked Roasted Eggplant with Green Chillies and Ginger,0.75
14826,Punjabi Mixed Vegetable Kadai Recipe,0.75
18192,Masala Dosa Recipe With Vegetable Filling Recipe,0.75
18193,Chickpea Salad Recipe With Raw Mango,0.75
323,Tomato Sheer Recipe -Tomato And Coconut Curry Recipe,0.75
16632,Mocha Chingri Manohara Recipe (Shrimps Stuffed Banana Flower Kofta Curry),0.75
322,Kadai Mushroom Recipe,0.75
2685,Mughlai Style Eggplant Simmered In Rich Tomato Curry (Recipe In Hindi),0.75
16629,Egg Lifafa Paratha Recipe,0.75
14857,Spinach Corn Sabzi Recipe,0.75
2700,Munthiri Masala Kurma Recipe - Kaju Masala Kurma Recipe,0.75
14841,Kancha Peper Kofta Curry Recipe-Bengali Green Papaya Kofta Sabzi,0.75
14836,Paneer Stuffed Bhindi In Ajwain Tomato Gravy Recipe,0.75
309,Baby Corn Capsicum Masala Recipe,0.75
1509,Paneer Pav Bhaji Recipe - Wholesome Weeknight Dinner,0.75
14825,Paneer Bhurji Gravy Recipe,0.75
296,Delicious Methi Chicken Curry - Murgh Methi Curry Recipe,0.75
14811,Methi Mushroom Masala Recipe,0.75
294,"Broccoli, Carrot And Capsicum Sabzi Recipe",0.75
18242,Kakrar Jhal Recipe - Bengali Style Crab Curry,0.75
14805,Chettinad Muttai Masala Recipe - Chettinad Style Egg Curry,0.75
16585,Kalonji Gobi Aloo Recipe (Cauliflower & Potato Stir Fry with Nigella Seeds),0.75
14794,Kadai Vegetable Sabzi Recipe (Mixed Vegetable Saute with Spices),0.75
2726,Nawabi Mixed Vegetable Gravy (Recipe In Hindi),0.75
254,Egg Kothu Paratha Recipe,0.75
234,Restaurant Style Green Peas Masala Recipe,0.75
16231,Masoor Dal Makhni Recipe,0.75
1460,Dahi Baingan Recipe - Brinjal In Curd Based Gravy,0.75
1529,"Rava Upma Recipe With Peanuts, Peas & Corn",0.75
16448,Chana Aur Aloo Ki Sookhi Sabzi Recipe,0.75
16295,Chickpea Coconut Milk Curry Recipe,0.75
2898,Baked Sweet Potato Boats Recipe,0.75
43,Soya Chunks Sabzi,0.75
14490,Chatpata Rajma Salad Recipe - Kidney Beans Salad Recipe,0.75
1349,Saragva Nu Shaak Recipe-Drumstick Masala Sabzi,0.75
1356,Restaurant Style Chettinad Style Fish Curry Recipe,0.75
18529,Palak Paneer Bhurji Recipe -Spiced Cottage Cheese Scramble With Spinach Recipe,0.75
34,Traditional Whole Gobi Musallam Recipe,0.75
1358,Dill Leaves Toor Dal Recipe - Shepu/ Suva Dal recipe,0.75
1395,Punjabi Rajma Masala Recipe - Rajma Chawal/Spiced Red Kidney Beans Curry,0.75
1381,Mughlai Style Chicken Changezi Recipe,0.75
14467,Paneer Masala Dosa Recipe-Paneer Bhurji Dosa,0.75
1348,Thandu Keerai Puli Kuzhambu Recipe - Amaranth Greens in Tangy Curry,0.75
1361,Malai Kofta Curry Recipe - Creamy and Healthy Paneer Aloo Kofta Curry,0.75
14444,Rawalpindi Style Chole Recipe,0.75
23,Dherosh Chingri Jhol Recipe (Bengali Style Prawn Curry With Ladies Finger),0.75
2928,Baingan Musallam Recipe (Mughlai Style Eggplant Simmered In Rich Tomato Curry),0.75
12,Shahi Bhindi Recipe in Cashew Nut Gravy - Okras in Cashew Nut Curry,0.75
16365,North Indian Style Green Raw Papaya Curry Recipe,0.75
9,Badami Paneer Masala Recipe -Paneer In Almond Gravy,0.75
14420,Aloo Subz Dum Biryani Recipe,0.75
14415,Kumbakonam Kadappa Recipe - South Indian Style Lentil and Potato Stew,0.75
8,Gawar Ki Sabzi Recipe - Cluster Beans Curry,0.75
14413,Indian Style Kala Chana Salad Recipe,0.75
1411,Soya Chunks And Beetroot Biryani Recipe,0.75
2887,Amritsari dal recipe - Amritsari Dal (Recipe in Hindi),0.75
102,Cheese Masala Omelette Recipe,0.75
2871,Andhra Style Beerakaya Pappu Recipe (Ridge Gourd Dal Recipe),0.75
16234,Potato And Peas Curry Recipe In Coconut Milk Gravy,0.75
1331,Methi Aur Kache Kele Ki Sabzi Recipe-Fenugreek Greens & Raw Banana Stir Fry,0.75
1334,Karnataka Style Kadle Kaalu Saru Recipe (Black Chickpea Curry Recipe),0.75
18473,Lugai Gosht Recipe - Mutton In Spicy Tomato Onion Gravy,0.75
16264,Nargisi Kofta Curry Recipe - Spicy Scotched Egg Curry,0.75
14574,Semolina Vegetable Chilla Recipe,0.75
77,Bhindi And Paneer Masala Recipe,0.75
18491,Mutton Dak Bungalow Curry Recipe,0.75
14554,Achari Paneer Recipe -Spicy Pickled Paneer Gravy,0.75
68,Tadkewali Masoor Dal Recipe - High Protein Masoor Dal Recipe,0.75
1439,Tomato Onion Cucumber Raita Recipe,0.75
1432,Egg Butter Masala Recipe,0.75
16511,Punjabi Style Moth Beans Dal Recipe (Matki),0.75
1429,Raw Jackfruit Kofta Curry Recipe - Kathal Kofta Curry Recipe,0.75
1428,Gawar Phali Methi Ki Sabzi Recipe -Cluster Beans Methi Sabzi,0.75
56,Shabnam Curry Recipe - Mughlai Style Mushroom And Peas Gravy,0.75
1426,Goan Prawns Vindaloo Recipe,0.75
1343,Bengali Aloo Dum Recipe,0.75
14538,Peppery Mushroom Biryani Recipe,0.75
16285,Hara Chana Masala Recipe,0.75
18508,Palak Chana Dal Recipe - Healthy Spinach Gram Dal Recipe,0.75
1415,Reshmi Kofta Recipe in Rich Cashew Gravy,0.75
2885,Oriya Special Dalma Recipe - Lentils Cooked With Vegetables & Raw Papaya,0.75
50,Chicken Wings With Bhuna Masala Recipe,0.75
18181,Verusenaga Sambar Recipe (Fresh Groundnuts Sambar),0.75
18342,Spicy Quinoa Upma Recipe,0.75
14951,Jodhpuri style Gulab Jamun Ki Sabzi Recipe,0.75
18082,Quick Pulao With Onions And Tomatoes Recipe,0.75
347,Andhra Style Potato Korma Recipe,0.75
18068,Amritsari Murgh Makhani Recipe- Chicken Makhani Recipe,0.75
18167,Baby Corn & Tomato Masala Bath-Rice Spiced With Pav Bhaji Masala,0.75
18069,Dhaba Style Tawa Pulao Recipe - Masala Brown Rice Tawa Pulao,0.75
14952,Matki Dal Sabzi Recipe - Sprouted Moth Bean Sabzi Recipe,0.75
2634,Colflower Pea Bhurji Recipe,0.75
2635,Drumstick Dal Soup Recipe,0.75
380,Gahat Rasmi Badi Recipe (Uttaranchal Kulith Koftas In Tomato Onion Gravy),0.75
14933,Turai Pyaz Hari Mirch Ki Sabzi Recipe-Ridge Gourd Stir Fry With Green Chili And Onions,0.75
364,Capsicum Curry Recipe,0.75
1533,Ande Ka Salan Recipe - Tangy Egg Masala in Peanut Gravy,0.75
18096,Kala Chana Amti Recipe - Maharashtrian Black Chickpea Curry,0.75
18150,Spicy Minced Chicken Keema Balls Curry Recipe,0.75
361,Mutton Dum Biryani Recipe,0.75
18120,Methi Moong Dal Palak Recipe,0.75
2650,Aloo Matar Paneer Curry Recipe,0.75
14922,"Methi Makhana Mutter Korma Recipe - Methi, Green Pea & Lotus Seeds Curry",0.75
16164,Goan Kaju Curry Recipe (Spicy Goan Cashew Nut Curry),0.75
355,Kashmiri Style Rajma Gogji Recipe - Kidney Beans & Turnip Curry,0.75
16635,Kadai Egg Masala Recipe,0.75
2626,Potato Fenugreek Leaves Stir Fry (Recipe in Hindi),0.75
18144,Chole Pindi Recipe (Spicy Chickpea Curry),0.75
1542,Spicy And Tangy Bread Upma Recipe,0.75
18172,Masoor Dal With Scrambled Eggs Recipe - Lentil Curry With Eggs,0.75
16157,Hyderabadi Khadi Masoor Dal Recipe - Hyderabadi Style Lentil Curry,0.75
18049,Thalapakattu Chicken Biryani Recipe,0.75
16159,Dhaba Style Green Moong Dal Makhani Recipe,0.75
14996,Bharli Vangi Recipe - Maharashtrian Style Stuffed Brinjals,0.75
14994,Chettinad Style Urulai Roast Recipe - Baby Potato Roast,0.75
18039,Matki Kala Chana Salad Recipe,0.75
18051,Horsegram Dal Recipe - Kulith/Kollu Dal,0.75
334,Karnataka Style Avarekalu Pulao Recipe - Avarekalu Pulao,0.75
1273,Ringna Batata Nu Shaak Recipe- Aloo Baingan Ki Sabzi Recipe,0.75
14971,Panchmel Dal Recipe | Rajasthani Dal | Panchkuti Dal,0.75
2618,Guar Fali Masala Vegetable Recipe - Gawar Phali Masala Sabzi Recipe,0.75
410,Cheesy Mushroom Masala Dosa Recipe,0.75
1272,Chettinad Mutton Chops Kuzhambu Recipe-Mutton Chops Curry,0.75
394,Cauliflower Paneer Kofta Curry Recipe,0.75
336,Bangalore Restaurant Style Sambar Recipe - For Idlis,0.75
4060,Hurali Saaru Recipe - Healthy Horse Gram and Coconut Curry,0.7166666666666667
14767,Bengali Style Khichuri Aar Labra Recipe-Khichdi And Mixed Vegetables,0.7000000000000001
11581,Masala Dosa Recipe With Red Chutney - Masala Dosa With Red Chutney Recipe,0.7000000000000001
10124,Bengali Style Khichuri Aar Labra Recipe-Khichdi And Mixed Vegetables,0.7000000000000001
1605,Bengali Style Khichuri Aar Labra Recipe-Khichdi And Mixed Vegetables,0.7000000000000001
17707,Chettinad Mint Potato Biryani Recipe,0.7
16938,Poha Breakfast Bowl Recipe With Sprouts & Crunchy Peanuts,0.7
12104,Chettinad Mint Potato Biryani Recipe,0.7
2565,Bengali Egg Curry Recipe,0.7
18389,Kashmiri Style Nadru Ke Kabab Recipe-Lotus Stem in Spicy Gravy,0.7
3089,Onion Tomato Podi Masala Dosa Recipe,0.7
11922,Kolhapuri Misal Pav Recipe,0.7
18174,Onion Tomato Podi Masala Dosa Recipe,0.7
2068,Bengali Style Kaddu Lobia ki Sabzi with Panch Phoran Masala,0.6666666666666666
16193,Dahi Achari Bhindi Recipe,0.6666666666666666
10628,North Indian Style Mushroom Matar Masala Recipe,0.6666666666666666
16084,Spicy Crab Masala Recipe,0.6666666666666666
3254,Matar Samosa Chaat Recipe - Delicious Evening Tea Time Snack,0.6666666666666666
8625,Chinese Egg Kathi Roll Recipe,0.6666666666666666
97,Tandoori Chicken Curry Recipe,0.6666666666666666
17552,Kashmiri Style Yakhni Pulao With Chicken Recipe,0.6666666666666666
14004,Ginger Garlic Tofu Curry Recipe,0.6666666666666666
13250,Palak Matar Recipe - Spinach And Green Peas Curry,0.6666666666666666
14276,Phalguni Dal Recipe - Bengali Style Red Lentils With Fresh Green Peas,0.6666666666666666
14282,Achari Aloo Parwal Sabzi Recipe (Pointed Gourd And Potato Stir Fry In Pickle Spices),0.6666666666666666
5175,Teekha Murgh Recipe,0.6666666666666666
13978,Spicy Matar Masala (Recipe In Hindi),0.6666666666666666
17743,Chicken Kofta Curry Recipe,0.6666666666666666
15799,Nimki Aloo Anardana Curry Recipe - Potato And Nimki Curry,0.6666666666666666
14295,Methi Mushroom Masala Recipe,0.6666666666666666
15053,Palak Matar Recipe - Spinach And Green Peas Curry,0.6666666666666666
15898,Khatte Chole Recipe - A Delicious North Indian Chana Masala,0.6666666666666666
92,Phalguni Dal Recipe - Bengali Style Red Lentils With Fresh Green Peas,0.6666666666666666
4395,Kashmiri Style Rajma Gogji Recipe - Kidney Beans and Turnip Curry,0.6666666666666666
15681,Phalguni Dal Recipe - Bengali Style Red Lentils With Fresh Green Peas,0.6666666666666666
14105,Masala Pav Recipe With Cheese,0.6666666666666666
9800,Kadai Chicken Recipe - Chicken Cooked With Onion And Capsicum,0.6666666666666666
10574,Safed Achari Baingan Recipe - White Aubergine in pickled spices,0.6666666666666666
202,Achari Gosht Recipe,0.6666666666666666
10553,Hyderabadi Vegetable Biryani Recipe - Hyderabadi Vegetable Biryani Recipe,0.6666666666666666
18477,Andhra Style Mutton Curry Recipe,0.6666666666666666
2426,Nimki Aloo Anardana Curry Recipe - Potato And Nimki Curry,0.6666666666666666
4396,Mudaliar Style Omelette Curry Recipe,0.6666666666666666
9809,Andhra Style Mutton Curry Recipe,0.6666666666666666
2275,Dahi Achari Bhindi Recipe,0.6666666666666666
9524,Goan Prawns Vindaloo Recipe,0.6666666666666666
14652,Maharashtrian Chavali Chi Usal Recipe - Black Eyed Peas Curry,0.6666666666666666
11873,Hot chicken recipe,0.6666666666666666
15404,Tamatari Chole Recipe,0.6666666666666666
4204,Chicken Kofta Curry Recipe,0.6666666666666666
10489,Spicy Matar Masala Recipe,0.6666666666666666
15393,Kashmiri Style Rajma Gogji Recipe - Kidney Beans & Turnip Curry,0.6666666666666666
7293,Methi Mushroom Masala Recipe,0.6666666666666666
9638,Masala Mixed Sprouts Sandwich Recipe,0.6666666666666666
13873,Mushroom Do Pyaza Recipe,0.6666666666666666
12511,Kerala Style Potatoes In Shallots And Roasted Coconut (Recipe In Hindi),0.6666666666666666
16615,Egg Dosa Recipe With Cheesy Garlic Mayo,0.6666666666666666
14370,Spicy Matar Masala Recipe,0.6666666666666666
15967,Mutton Varattiyathu Recipe - Malabar Mutton Roast,0.6666666666666666
1067,Lauki Aloo Sabzi Recipe - Bottle Gourd Potato Vegetable Curry,0.6666666666666666
9251,Croquettes Recipe With Bhetki Fish,0.6666666666666666
14650,Goan Style Empada De Camarao Recipe (Prawn Pie),0.6666666666666666
11226,Kashmiri Style Yakhni Pulao With Chicken Recipe,0.6666666666666666
18218,Kadai Chicken Recipe - Chicken Cooked With Onion And Capsicum,0.6666666666666666
3307,Dahi Achari Bhindi Recipe,0.6666666666666666
1374,Matar Samosa Chaat Recipe - Delicious Evening Tea Time Snack,0.6666666666666666
13180,Spicy Crab Masala Recipe,0.6666666666666666
7345,Achari Paneer Masala Recipe,0.6666666666666666
15903,Kashmiri Style Rista Recipe - Mutton Kofta Curry,0.6666666666666666
1320,Batata nu Shaak Recipe - Aloo Tamatar Ki Sabzi,0.6666666666666666
3686,Egg Dosa Recipe With Cheesy Garlic Mayo,0.6666666666666666
1215,Khatta Meetha Tamatar Sabzi Recipe - A Chutney Style Dry Sabzi,0.6666666666666666
16889,North Indian Style Mushroom Matar Masala Recipe,0.6666666666666666
17748,Mushroom Do Pyaza Recipe,0.6666666666666666
10181,Tomato Chole Recipe,0.6666666666666666
14070,Sweet Potato And Moong Sprouts Cutlet Recipe,0.65
11824,Aloo Patta Gobi Sabzi Recipe - Potato Cabbage Sabzi,0.65
17608,Stuffed Capsicum Makhani Recipe,0.65
17511,Chicken Sweet Potato & Dill Curry Recipe,0.65
9858,Soft Masala Dosa With Red Chutney Recipe,0.65
3668,Chatpata Aloo Moong Sprouts Recipe With Buttered Pav Buns,0.65
17871,Murunga Keerai Urula Poriyal Recipe - Moringa Aloo Sabzi,0.65
9857,"Sweet Potato, Broccoli And Tofu Curry Recipe",0.65
12017,Spicy Mixed Vegetables Rice Cutlet Recipe,0.65
1138,Kadali Bhanda O Chingudi Tarkari Recipe (Odia Style Banana Blossom & Prawn Curry),0.65
7754,South Indian One Pot Sambar Rice Recipe,0.65
837,Karwar NKGSB Style Bharli Vangi Recipe - Brinjal Curry,0.65
6521,Goan Style Podollim Recheado Com Batata Recipe (Snake Gourd Stuffed with Sweet Potato),0.65
9174,Murunga Keerai Urula Poriyal Recipe - Moringa Aloo Sabzi,0.65
4779,Kollu Masala Dosa Recipe - High Protein Horse Gram Dosa,0.65
16884,Assamese Boror Tenga Recipe (Vegetarian Sour Curry With Masoor Dal Fritters),0.65
16228,Cheesy Aloo Paratha Recipe,0.65
2105,South Indian Bajji Recipe - Onion Bajji | Raw Banana Bajji | Potato Bajji,0.65
8858,Sprouted Ragi Chicken Cutlet Recipe,0.65
12664,Kerala Style Chicken Stew Recipe,0.65
2543,Mixed Vegetable Paratha Recipe,0.65
14647,Quinoa Brown Rice and Vegetable Pulao Recipe,0.65
15600,Karwar NKGSB Style Bharli Vangi Recipe - Brinjal Curry,0.65
15095,Soft Masala Dosa With Red Chutney Recipe,0.65
14010,Banarasi Tomato Chart Recipe - Spicy Tomato Chaat,0.65
10742,Macher Chop Recipe (Bengali Style Fish Croquettes),0.65
8340,"Bread, Paneer & Potato Instant Vada Recipe",0.65
1808,Vegetarian Stuffed Bell Peppers with Spiced Potato Recipe (Stuffed Capsicum),0.65
6593,Aloo Methi Paratha Recipe,0.65
2153,Sabudana Khichdi Recipe - Sabudana Upma With Peanuts | Indian Breakfast,0.65
13633,Cheesy Aloo Paratha Recipe,0.65
2867,Palak Patta Chaat Recipe-Delhi style Spinach leaf Chaat,0.65
11370,Easy Potato Kurma Recipe,0.65
9681,South Indian One Pot Sambar Rice Recipe,0.65
4202,Drumstick Spinach Fry Recipe - Moringa Aloe Sabiji,0.65
10144,Awadhi Style Taheri (Recipe In Hindi),0.65
4637,Corn Stuffed Paratha Recipe,0.65
9665,Kollu Masala Dosa Recipe - High Protein Horse Gram Dosa,0.65
1391,Maharashtrian Aloo Bhujne Recipe - Potato Stir Fry,0.65
11144,Sweet Potato And Broccoli Sabzi Recipe,0.65
9661,Sprouted Ragi Chicken Cutlet Recipe,0.65
9233,Potato Onion Cheela Recipe,0.65
14471,Kanchipuram Masala Dosa Recipe With Soya Dosa Batter,0.65
16446,Aloo Methi Paratha Recipe,0.65
11483,Mixed Beans Vegetable Pulao Recipe,0.65
11168,Chicken Sweet Potato & Dill Curry Recipe,0.65
8738,Chicken Sweet Potato & Dill Curry Recipe,0.65
6130,Leftover Roti Cutlet Recipe,0.65
4252,Pakodi Koora Recipe - Pakodi Koora (Recipe In Hindi),0.65
1038,Punjabi Kadhi Pakora Recipe - Delicious Punjabi Kadhi,0.65
6164,Spinach Oats Vada Recipe,0.65
13211,Corn Stuffed Paratha Recipe,0.65
14417,South Indian One Pot Sambar Rice Recipe,0.65
8762,Dal And Vegetable Kebab Recipe,0.65
15839,Sabudana Khichdi Recipe - Sabudana Upma With Peanuts | Indian Breakfast,0.65
8682,Palak Patta Chaat Recipe-Delhi style Spinach leaf Chaat,0.65
6108,Paneer Stuffed Bread Fritters Recipe,0.65
13013,Sweet Potato And Bitter Gourd Kulambu (Recipe In Hindi),0.65
9752,"Bread, Paneer & Potato Instant Vada Recipe",0.65
8847,Aloo Patta Gobi Sabzi Recipe - Potato Cabbage Sabzi,0.65
3336,Dal And Vegetable Kebab Recipe,0.65
14125,Jodhpuri Kabuli Recipe,0.65
17881,Aloo Palak Sabzi Recipe - Sautéed Potatoes With Spinach,0.65
10130,Kadhi Pakora Recipe,0.65
17459,"Sweet Potato, Broccoli And Tofu Curry Recipe",0.65
16731,Jodhpuri Kabuli Recipe,0.65
17458,Turai Aloo Ki Sabzi Recipe - Ridge Gourd Potato Curry,0.65
15900,Aloo Bhindi Masala Gravy Recipe,0.65
11658,Corn Bhel Recipe,0.65
1863,Konkani Style Sungta Ambat Aani Tallel Sungta Recipe- Fried Prawns & Curry,0.65
7192,Soft Masala Dosa With Red Chutney Recipe,0.65
10813,Leftover Roti Cutlet Recipe,0.65
14149,Spinach Oats Vada Recipe,0.65
2062,Aloo Gobi Matar Ki Sabzi Recipe,0.65
6373,Mixed Vegetable Paratha Recipe,0.65
3658,Barnyard Millet And Mushroom Cutlet Recipe,0.65
14529,Avalakki Bisi Bele Bhat Recipe,0.65
8584,Mixed Beans Vegetable Pulao Recipe,0.65
6321,Spicy Mixed Vegetables Rice Cutlet Recipe,0.65
16721,Corn Stuffed Paratha Recipe,0.65
45,Kerala Style Chicken Stew Recipe,0.65
12024,Vegetarian Malai Kebab Recipe,0.65
8765,Murgh Aloo Tikki Recipe - Chicken & Potato Tikki,0.65
12599,Assamese Boror Tenga Recipe (Vegetarian Sour Curry With Masoor Dal Fritters),0.65
12143,Hare Chane Ka Pulav Recipe,0.65
2322,Lu methi paratha recipe,0.65
9897,Bengali style meat broth recipe-mutton curry,0.65
9257,Punjabi Kadhi Pakora Recipe - Delicious Punjabi Kadhi,0.65
6802,Baby Corn Stew Recipe,0.65
242,Sweet Potato And Broccoli Sabzi Recipe,0.65
12105,Thengai Paal Kurma Recipe - Mixed Vegetables In Coconut Gravy,0.65
5082,Macher Chop Recipe (Bengali Style Fish Croquettes),0.65
14777,Punjabi Kadhi Pakora Recipe - Delicious Punjabi Kadhi,0.65
13856,Mumbai Style Tawa Pulao Recipe With Moong Sprouts,0.65
2248,Cheesy Aloo Paratha Recipe,0.65
13425,Stuffed Capsicum Makhani Recipe,0.65
2795,Aloo Bhindi Masala Gravy Recipe,0.65
2511,Quinoa Brown Rice and Vegetable Pulao Recipe,0.65
17951,Potato Onion Cheela Recipe,0.65
13417,Turai Aloo Ki Sabzi Recipe - Ridge Gourd Potato Curry,0.65
2507,Potato Cabbage Pea Vegetable Recipe,0.65
1198,Quinoa Brown Rice and Vegetable Pulao Recipe,0.65
12282,Aloo Bhindi Masala Gravy Recipe,0.65
10503,Bhakri Chaat Recipe With Green Moong Sprouts And Aloo,0.65
16572,Mixed Vegetable Paratha Recipe,0.65
3390,Murgh Aloo Tikki Recipe - Chicken & Potato Tikki,0.65
1297,Bengali Style Mangsher Jhol Recipe-Mutton Curry,0.65
15174,Sweet Potato And Broccoli Sabzi Recipe,0.65
4956,Jodhpuri Kabuli Recipe,0.65
315,Thengai Paal Kurma Recipe - Mixed Vegetables In Coconut Gravy,0.65
683,Maharashtrian Masale Baath Recipe - Spicy Vegetable Rice with Goda Masala,0.65
15972,Mysore Masala Dosa Made With Ragi Dosa Batter,0.65
13809,Chicken Seekh Kebab Recipe,0.65
17697,Mumbai Style Tawa Pulao Recipe With Moong Sprouts,0.65
7963,Sweet Potato And Moong Sprouts Cutlet Recipe,0.65
15417,Thengai Paal Kurma Recipe - Mixed Vegetables In Coconut Gravy,0.65
13826,Paneer Stuffed Bread Fritters Recipe,0.65
13806,Goan Style Podollim Recheado Com Batata Recipe (Snake Gourd Stuffed with Sweet Potato),0.65
13602,Potato Onion Cheela Recipe,0.65
3733,Lilva's Vegetable Recipe - Lilva Ki Sabzi (Recipe In Hindi),0.65
15971,Bengali Style Mangsher Jhol Recipe-Mutton Curry,0.65
17682,Mixed Beans Vegetable Pulao Recipe,0.65
9157,Corn Bhel Recipe,0.65
9989,Mixed Vegetable Rice Cutlet Recipe - Spicy Mixed Vegetables Rice Cutlet Recipe,0.65
18138,Kollu Masala Dosa Recipe - High Protein Horse Gram Dosa,0.65
3179,So th injian badge repe onion badge ｜ la w badge badge ｜ potato badge,0.65
6771,Barnyard Millet And Mushroom Cutlet Recipe,0.65
8963,Vegetarian Malai Kebab Recipe,0.65
9965,Maharashtrian Masale Baath Recipe - Spicy Vegetable Rice with Goda Masala,0.65
16038,Maharashtrian Masale Baath Recipe - Spicy Vegetable Rice with Goda Masala,0.65
4535,Kadali Bhanda O Chingudi Tarkari Recipe (Odia Style Banana Blossom & Prawn Curry),0.65
3203,Baked Chinese Potato Recipe (Koorka Mezhukuperatti),0.65
16204,Mudaliar Style Omelette Curry Recipe,0.625
16541,Achari Aloo Parwal Sabzi Recipe (Pointed Gourd And Potato Stir Fry In Pickle Spices),0.625
16211,Goan Vegetable Curry Recipe,0.6
11042,Bengali radish potato vegetable recipe,0.6
12926,Pakodi Koora Recipes,0.6
14905,Bengali Mooli Aloo Ki Sabzi Recipe,0.6
11764,Lilve Ki Sabzi Recipe (Green Chickpea Curry),0.6
17723,Kerala Style Chicken Stew Recipe,0.6
14157,Karwar NKGSB Style Bharli Vangi Recipe - Brinjal Curry,0.6
7469,Bengali Mooli Aloo Ki Sabzi Recipe,0.6
15734,Lilve Ki Sabzi Recipe (Green Chickpea Curry),0.6
16506,Soya Chunks Sabzi,0.5
9550,Andhra Style Erra Kaaram Dosa Recipe (Spicy Red Chilli Chutney Dosa Recipe),0.5
9211,Pavakka Theeyal Recipe - Spicy & Tangy Karela In Tamarind Gravy,0.5
9321,Peshawari Chole (Recipe In Hindi),0.5
8982,दलिया पकोरा रेसिपी - Dalia Pakora Recipe,0.5
17107,Assamese Amitar Khar Recipe,0.5
16570,Mushroom Paratha Recipe,0.5
16873,Paneer Kolhapuri Recipe (Cottage Cheese In Maharashtrian Gravy With Kolhapuri Masala),0.5
9267,Baked Potato & Peas Samosa With Phyllo Pastry Recipe,0.5
8808,Safed Murgh Handi Recipe - Chicken In White Gravy,0.5
9551,Bengali Posto Porota Recipe (Spiced Poppy Seed Parathas),0.5
9071,Aloo Tikki Recipe - Spicy Potato Patties or Cutlets,0.5
9566,Tamil Nadu Style Chicken Salna Recipe,0.5
9420,Spicy Jawla Stuffed In Brinjal Recipe,0.5
8984,Avarekalu Masala Vada Recipe,0.5
9417,Vetrilai Thogayal Recipe - Paan Chutney Recipe,0.5
9552,Lemon Chicken Chicken Recipe - Chicken with Gandharaja Lemon & Green Chili,0.5
9559,Dahi Baingan Recipe - Brinjal In Curd Based Gravy,0.5
16725,Besan And Green Pea Cheela Recipe,0.5
16850,Egg Stuffed Paratha Recipe,0.5
16872,Tawa Idli Recipe,0.5
